49.5815 22.5 11.9814 
72.5628 22.5 -7.30226 
62.4372 22.5 27.3023 
49.5815 22.5 11.9814 

72.5628 22.5 -7.30226 
85.4185 22.5 8.01863 
62.4372 22.5 27.3023 
72.5628 22.5 -7.30226 

72.5628 22.5 -7.30226 
72.5628 7.5 -7.30226 
49.5815 22.5 11.9814 
72.5628 22.5 -7.30226 

72.5628 7.5 -7.30226 
49.5815 7.5 11.9814 
49.5815 22.5 11.9814 
72.5628 7.5 -7.30226 

72.5628 7.5 -7.30226 
85.4185 7.5 8.01863 
72.5628 22.5 -7.30226 
72.5628 7.5 -7.30226 

85.4185 7.5 8.01863 
85.4185 22.5 8.01863 
72.5628 22.5 -7.30226 
85.4185 7.5 8.01863 

85.4185 7.5 8.01863 
62.4372 7.5 27.3023 
85.4185 22.5 8.01863 
85.4185 7.5 8.01863 

62.4372 7.5 27.3023 
62.4372 22.5 27.3023 
85.4185 22.5 8.01863 
62.4372 7.5 27.3023 

72.5628 7.5 -7.30226 
85.4185 7.5 8.01863 
49.5815 7.5 11.9814 
72.5628 7.5 -7.30226 

85.4185 7.5 8.01863 
49.5815 7.5 11.9814 
62.4372 7.5 27.3023 
85.4185 7.5 8.01863 

49.5815 7.5 11.9814 
62.4372 7.5 27.3023 
49.5815 22.5 11.9814 
49.5815 7.5 11.9814 

62.4372 7.5 27.3023 
49.5815 22.5 11.9814 
62.4372 22.5 27.3023 
62.4372 7.5 27.3023 

